"applicationNumber","documentId","date","title","phase","pages","fileName","path","url"
"EP18826609","MAQ0WGCZ13NTH8W","22.05.2025","Decision to grant a European patent","Search / examination","3","22-05-2025_Decision_to_grant_a_European_patent_MAQ0WGCZ13NTH8W.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\22-05-2025_Decision_to_grant_a_European_patent_MAQ0WGCZ13NTH8W.pdf","https://register.epo.org/application?documentId=MAQ0WGCZ13NTH8W&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M5QOWNYD1Q6S6C9","14.01.2025","Communication about intention to grant a European patent","Search / examination","5","14-01-2025_Communication_about_intention_to_grant_a_European_patent_M5QOWNYD1Q6S6C9.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\14-01-2025_Communication_about_intention_to_grant_a_European_patent_M5QOWNYD1Q6S6C9.pdf","https://register.epo.org/application?documentId=M5QOWNYD1Q6S6C9&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M5PTWVQZ1EWVBWD","14.01.2025","Text intended for grant (clean copy)","Search / examination","321","14-01-2025_Text_intended_for_grant_(clean_copy)_M5PTWVQZ1EWVBWD.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\14-01-2025_Text_intended_for_grant_(clean_copy)_M5PTWVQZ1EWVBWD.pdf","https://register.epo.org/application?documentId=M5PTWVQZ1EWVBWD&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M5PTXH05R42P9AZ","14.01.2025","Text intended for grant (version for approval)","Search / examination","321","14-01-2025_Text_intended_for_grant_(version_for_approval)_M5PTXH05R42P9AZ.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\14-01-2025_Text_intended_for_grant_(version_for_approval)_M5PTXH05R42P9AZ.pdf","https://register.epo.org/application?documentId=M5PTXH05R42P9AZ&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M4VHI8ADVPJPKN5","19.12.2024","Amended claims with annotations","Search / examination","37","19-12-2024_Amended_claims_with_annotations_M4VHI8ADVPJPKN5.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\19-12-2024_Amended_claims_with_annotations_M4VHI8ADVPJPKN5.pdf","https://register.epo.org/application?documentId=M4VHI8ADVPJPKN5&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M4VHIAB219BEKRC","19.12.2024","Claims","Search / examination","17","19-12-2024_Claims_M4VHIAB219BEKRC.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\19-12-2024_Claims_M4VHIAB219BEKRC.pdf","https://register.epo.org/application?documentId=M4VHIAB219BEKRC&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M4VHIB7D6BUBDDK","19.12.2024","Description","Search / examination","304","19-12-2024_Description_M4VHIB7D6BUBDDK.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\19-12-2024_Description_M4VHIB7D6BUBDDK.pdf","https://register.epo.org/application?documentId=M4VHIB7D6BUBDDK&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M4SL5G5B18RI5JG","18.12.2024","Annex to the communication","Search / examination","1","18-12-2024_Annex_to_the_communication_M4SL5G5B18RI5JG.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\18-12-2024_Annex_to_the_communication_M4SL5G5B18RI5JG.pdf","https://register.epo.org/application?documentId=M4SL5G5B18RI5JG&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M3SSUY961LKYC9H","22.11.2024","Amended claims with annotations","Search / examination","37","22-11-2024_Amended_claims_with_annotations_M3SSUY961LKYC9H.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\22-11-2024_Amended_claims_with_annotations_M3SSUY961LKYC9H.pdf","https://register.epo.org/application?documentId=M3SSUY961LKYC9H&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M3SSV6T81UAF6BM","22.11.2024","Amended claims with annotations","Search / examination","37","22-11-2024_Amended_claims_with_annotations_M3SSV6T81UAF6BM.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\22-11-2024_Amended_claims_with_annotations_M3SSV6T81UAF6BM.pdf","https://register.epo.org/application?documentId=M3SSV6T81UAF6BM&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M3SSV44RIWFASBH","22.11.2024","Amended claims with annotations","Search / examination","39","22-11-2024_Amended_claims_with_annotations_M3SSV44RIWFASBH.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\22-11-2024_Amended_claims_with_annotations_M3SSV44RIWFASBH.pdf","https://register.epo.org/application?documentId=M3SSV44RIWFASBH&appnumber=EP18826609&showPdfPage=all&proc="
"EP18826609","M3SSV1I91QSYLVE","22.11.2024","Amended claims with annotations","Search / examination","37","22-11-2024_Amended_claims_with_annotations_M3SSV1I91QSYLVE.pdf","F:\benchmark\epo-report-analysis\markush-run\benchmark-api50\EP18826609\docs\22-11-2024_Amended_claims_with_annotations_M3SSV1I91QSYLVE.pdf","https://register.epo.org/application?documentId=M3SSV1I91QSYLVE&appnumber=EP18826609&showPdfPage=all&proc="
