pdf,txt,status,returncode,error
疾病分类9个样例/肿瘤/EP17821262/docs/02-07-2020_Amended_claims_filed_after_receipt_of_(European)_search_report_E4Y8KAXT5605DSU.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/02-07-2020_Amended_claims_filed_after_receipt_of_(European)_search_report_E4Y8KAXT5605DSU_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/02-07-2020_Amended_claims_filed_after_receipt_of_(European)_search_report_E4Y8KAXT5605DSU.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/02-07-2020_Amended_claims_filed_after_receipt_of_(European)_search_report_E4Y8KAXT5605DSU_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/02-07-2020_Amended_claims_with_annotations_E4Y8KATT0423DSU.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/02-07-2020_Amended_claims_with_annotations_E4Y8KATT0423DSU_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/02-07-2020_Amended_claims_with_annotations_E4Y8KATT0423DSU.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/02-07-2020_Amended_claims_with_annotations_E4Y8KATT0423DSU_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/06-05-2021_Annex_to_the_communication_E56CWG9M8399DSU.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/06-05-2021_Annex_to_the_communication_E56CWG9M8399DSU_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/06-05-2021_Annex_to_the_communication_E56CWG9M8399DSU.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/06-05-2021_Annex_to_the_communication_E56CWG9M8399DSU_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/06-05-2021_Communication_from_the_Examining_Division_E56CWG7F0075DSU.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/06-05-2021_Communication_from_the_Examining_Division_E56CWG7F0075DSU_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/06-05-2021_Communication_from_the_Examining_Division_E56CWG7F0075DSU.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/06-05-2021_Communication_from_the_Examining_Division_E56CWG7F0075DSU_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/07-12-2023_Decision_to_grant_a_European_patent_LPLULCMM1XCLGXL.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/07-12-2023_Decision_to_grant_a_European_patent_LPLULCMM1XCLGXL_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/07-12-2023_Decision_to_grant_a_European_patent_LPLULCMM1XCLGXL.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/07-12-2023_Decision_to_grant_a_European_patent_LPLULCMM1XCLGXL_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/14-02-2020_European_search_opinion_E4EV8BHL8716DSU.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/14-02-2020_European_search_opinion_E4EV8BHL8716DSU_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/14-02-2020_European_search_opinion_E4EV8BHL8716DSU.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/14-02-2020_European_search_opinion_E4EV8BHL8716DSU_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/14-02-2020_Supplementary_European_search_report_E4EV8CBO5850DSU.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/14-02-2020_Supplementary_European_search_report_E4EV8CBO5850DSU_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/14-02-2020_Supplementary_European_search_report_E4EV8CBO5850DSU.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/14-02-2020_Supplementary_European_search_report_E4EV8CBO5850DSU_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/14-03-2023_Amended_claims_with_annotations_LF8FSH8KL9DERYU.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/14-03-2023_Amended_claims_with_annotations_LF8FSH8KL9DERYU_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/14-03-2023_Amended_claims_with_annotations_LF8FSH8KL9DERYU.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/14-03-2023_Amended_claims_with_annotations_LF8FSH8KL9DERYU_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/14-03-2023_Claims_LF8FSGVB1QJX7B2.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/14-03-2023_Claims_LF8FSGVB1QJX7B2_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/14-03-2023_Claims_LF8FSGVB1QJX7B2.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/14-03-2023_Claims_LF8FSGVB1QJX7B2_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Amended_claims_with_annotations_KW2B23ADLWSS7WZ.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Amended_claims_with_annotations_KW2B23ADLWSS7WZ_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Amended_claims_with_annotations_KW2B23ADLWSS7WZ.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Amended_claims_with_annotations_KW2B23ADLWSS7WZ_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Claims_KW2B2BU310CEUQK.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Claims_KW2B2BU310CEUQK_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Claims_KW2B2BU310CEUQK.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Claims_KW2B2BU310CEUQK_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Reply_to_communication_from_the_Examining_Division_KW2B22NXIEP713W.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Reply_to_communication_from_the_Examining_Division_KW2B22NXIEP713W_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Reply_to_communication_from_the_Examining_Division_KW2B22NXIEP713W.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/16-11-2021_Reply_to_communication_from_the_Examining_Division_KW2B22NXIEP713W_ocr.txt 
疾病分类9个样例/肿瘤/EP17821262/docs/19-04-2023_Communication_about_intention_to_grant_a_European_patent_LGC7NX99BYLEO9M.pdf,疾病分类9个样例/肿瘤/EP17821262/docs/19-04-2023_Communication_about_intention_to_grant_a_European_patent_LGC7NX99BYLEO9M_ocr.txt,ok,0,疾病分类9个样例/肿瘤/EP17821262/docs/19-04-2023_Communication_about_intention_to_grant_a_European_patent_LGC7NX99BYLEO9M.pdf -> 疾病分类9个样例/肿瘤/EP17821262/docs/19-04-2023_Communication_about_intention_to_grant_a_European_patent_LGC7NX99BYLEO9M_ocr.txt 
